village_name,village_code,category,name,address,distance_text,type_text,tel,rating,price_text,data_review_status,is_recommended,review_notes,source,poi_id
大隗村,xinmi_dawei,stay,RR·芮雪酒店(银基动物王国店),林里居四期48号楼1单元104房,7077m,住宿服务;宾馆酒店;宾馆酒店,13725427435;18595692687;18807408416,4.3,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0JU79QBCP
大隗村,xinmi_dawei,parking,新密市大隗镇中心卫生院停车场,大隗中心卫生院,204m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0MBT69FXL
大隗村,xinmi_dawei,parking,大隗广场停车场,周甘路南150米大隗广场(东北角),349m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0HU2DTXU9
大隗村,xinmi_dawei,parking,郑州德润塑业有限公司停车场,699村道与058乡道交叉口西南400米,684m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MDJXL77B
大隗村,xinmi_dawei,parking,中州停车场,周甘路与洧水大道交叉口南260米,719m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFG4FVD4
大隗村,xinmi_dawei,parking,洧水大道-路侧停车场,洧水大道与周甘路交叉口西140米,845m,交通设施服务;停车场;路边停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MAVK5M7P
大隗村,xinmi_dawei,parking,润龙停车场,周甘路与洧水大道交叉口北480米,915m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MUD1LNQI
大隗村,xinmi_dawei,parking,大隗镇顺达停车场,大隗丰园食品专业社南侧60米,1028m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFM6YAXN
大隗村,xinmi_dawei,parking,河屯居民新区停车场,058乡道与699村道交叉口东120米,1030m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MBFD5ZIY
大隗村,xinmi_dawei,parking,顺达停车场,大隗镇铁匠村老官台组,1039m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0J17SFJU7
大隗村,xinmi_dawei,parking,停车场,新密市大隗镇第二初级中学西(S323旧)西北侧240米,1215m,交通设施服务;停车场;停车场相关,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MUBR85O8
海上桥村,gongyi_haishangqiao,activity,海上桥村乡村文化合作社文创小馆,海上桥村委会东北侧70米,813m,科教文化服务;科教文化场所;科教文化场所,,3.4,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0LURO60LI
海上桥村,gongyi_haishangqiao,activity,海上桥美术馆,海上桥村委会西北侧90米,883m,科教文化服务;科教文化场所;科教文化场所,,3.6,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0LGV1YQAE
海上桥村,gongyi_haishangqiao,activity,中国传统村落海上桥,海上桥村文化剧场对面,899m,风景名胜;风景名胜;风景名胜,,4.5,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0KRT5TMR6
海上桥村,gongyi_haishangqiao,activity,海上桥村文化剧场,大峪沟镇海上桥文化中心,948m,体育休闲服务;影剧院;剧场|地名地址信息;普通地名;村庄级地名,,4.6,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0FFFA2NTU
海上桥村,gongyi_haishangqiao,activity,海上桥文化中心,海上桥村委会附近,978m,科教文化服务;文化宫;文化宫,,[],人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B01730JPA1
海上桥村,gongyi_haishangqiao,activity,河南省海上桥艺术园区(建设中),大峪沟镇海上桥村,1819m,商务住宅;产业园区;产业园区,,[],人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0JD4CKFFO
海上桥村,gongyi_haishangqiao,food,海上桥皂角树下餐馆,海上桥村民委员会东南侧,850m,餐饮服务;中餐厅;中餐厅,,3.7,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0MBXUYU3D
海上桥村,gongyi_haishangqiao,food,善财茶馆(海上桥店),大峪沟镇海上桥,897m,餐饮服务;茶艺馆;茶艺馆,16637133304,4.5,人均约 ¥29.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0KB7ALMK1
海上桥村,gongyi_haishangqiao,food,老家饭店,海上桥村民委员会西侧60米,930m,餐饮服务;中餐厅;中餐厅,,2.7,人均约 ¥27.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0LGBKZD85
海上桥村,gongyi_haishangqiao,food,神岭寨农家特色菜,老地方烤肉(巩义市中原西路)东侧70米,1198m,餐饮服务;中餐厅;中餐厅,15136241555,4.4,人均约 ¥54.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFKY8VYO
海上桥村,gongyi_haishangqiao,food,老地方烤肉(巩义市中原西路店),站街镇山神庙村,1267m,餐饮服务;中餐厅;特色/地方风味餐厅,13733181181,3.3,人均约 ¥72.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0GR6NWXJV
海上桥村,gongyi_haishangqiao,food,诗圣杜甫庄园—非物质文化遗产传承店,站街镇山神庙村老村委东平台根1号,1461m,餐饮服务;餐饮相关场所;餐饮相关|体育休闲服务;体育休闲服务场所;体育休闲服务场所|风景名胜;风景名胜相关;旅游景点,15981878222,4.2,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0K0DU8XL4
海上桥村,gongyi_haishangqiao,food,喜发手工面皮店,豫林焊材有限公司东北侧,1622m,餐饮服务;中餐厅;中餐厅,,3.5,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LRDM53JP
海上桥村,gongyi_haishangqiao,food,大峪沟镇杨饭店,,1812m,餐饮服务;中餐厅;中餐厅,,3.3,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0L11RLXTC
海上桥村,gongyi_haishangqiao,food,杨里粉皮,杨里小区西南门东南80米,1838m,餐饮服务;餐饮相关场所;餐饮相关,,3.6,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LB9UP8W2
海上桥村,gongyi_haishangqiao,food,伴山居土菜馆,站街镇豫联南环路凤鸣社区对面东50米(鲁村村村民委员会北侧80米),3795m,餐饮服务;餐饮相关场所;餐饮相关,,3.9,人均约 ¥26.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L0RO87WF
海上桥村,gongyi_haishangqiao,stay,漫时光·观影民宿(郑州商学院紫荆东校区店),伏羲路1号巩义建业百城天地F10层,5804m,住宿服务;旅馆招待所;旅馆招待所,18538036733,4.8,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0K3HCW1W1
海上桥村,gongyi_haishangqiao,stay,芒果HOME·智能观影民宿(巩义正上豪布斯卡店),滨河路与石河路交叉口正上豪布斯卡1号楼11层,6542m,住宿服务;宾馆酒店;宾馆酒店,19339910777,4.7,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0LDY6G5JA
海上桥村,gongyi_haishangqiao,stay,栖上与酒店(正上豪布斯卡店),滨河路27号正上豪布斯卡F1层,6583m,住宿服务;宾馆酒店;宾馆酒店,15093366440;19139856001,4.7,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0K2UZPI2Q
海上桥村,gongyi_haishangqiao,stay,鹭岛Rich·Loft创意酒店(巩义正上豪布斯卡店),紫荆路街道正上豪布斯卡3号楼B座2楼235号,6657m,住宿服务;宾馆酒店;宾馆酒店,13598077502,4.7,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0J0NUIX3S
海上桥村,gongyi_haishangqiao,stay,仟客观影酒店(巩义正上豪布斯卡店),紫荆路街道滨河路正上豪布斯卡2号10楼1019室,6658m,住宿服务;住宿服务相关;住宿服务相关,18838968361,4.7,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0KG0OK4C0
海上桥村,gongyi_haishangqiao,stay,巩义泊客湾观影民宿(正上豪布斯卡店),滨河路27号正上豪布斯卡F1层,6659m,住宿服务;宾馆酒店;宾馆酒店,15225195644;18837179671,4.5,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0J2HRN0Y1
海上桥村,gongyi_haishangqiao,stay,栖心民宿(巩义正上豪布斯卡店),孝义街道石河路正上豪布斯卡2号楼1楼,6662m,住宿服务;住宿服务相关;住宿服务相关,15038035787,4.7,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0JDPCUOFV
海上桥村,gongyi_haishangqiao,stay,览景民宿(巩义豪布斯卡店),紫荆路街道滨河路正上豪布斯卡2号楼,6669m,住宿服务;宾馆酒店;宾馆酒店,18625503088,4.7,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0I22HDXPX
海上桥村,gongyi_haishangqiao,stay,雅居观影民宿(巩义正上豪布斯卡店),孝义街道石河路正上豪布斯卡2号楼2120,6683m,住宿服务;住宿服务相关;住宿服务相关,19503896781,4.2,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LUNU5U80
海上桥村,gongyi_haishangqiao,stay,正上大酒店(巩义正上豪布斯卡店),滨河路27号正上豪布斯卡F23层,6684m,住宿服务;宾馆酒店;宾馆酒店,19838052227,4.1,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0JG7RWBX2
海上桥村,gongyi_haishangqiao,parking,杨里小区西南侧停车场,杨里小区西南侧100米,1887m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LKLP8DDV
海上桥村,gongyi_haishangqiao,parking,杨里小区停车场,大峪沟镇052县道东150米杨里小区,1961m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LKLP7PAK
海上桥村,gongyi_haishangqiao,parking,停车场,连共线,2414m,交通设施服务;停车场;停车场相关,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0H6S4WU1D
海上桥村,gongyi_haishangqiao,parking,馨海小区停车场,馨海家园一区东北侧,2434m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LUU7N8OZ
海上桥村,gongyi_haishangqiao,parking,机械制造园地面停车场,,2557m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0JKFAUCYV
海上桥村,gongyi_haishangqiao,parking,河南万铭机械制造有限公司停车场,河南万铭机械制造有限公司,2681m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MG0CI8TE
海上桥村,gongyi_haishangqiao,parking,河南鸣远重工地上停车场,河南鸣远重工机械有限公司,2919m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MUPOG9DO
海上桥村,gongyi_haishangqiao,parking,宏亮建材停车场,汇丰冶金西南侧90米,2943m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MBMY72TZ
吕楼村,xinmi_lvlou,activity,吕楼葡萄采摘园,刘寨镇吕楼村五组,560m,体育休闲服务;休闲场所;采摘园,15803803345,4.1,人均约 ¥54.00,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0FFI95FPK
吕楼村,xinmi_lvlou,food,吕楼饭店特色炒鸡,015乡道与036乡道交叉口东南80米,363m,餐饮服务;中餐厅;中餐厅,13783480160;18838215778,4.1,人均约 ¥70.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFK16URW
吕楼村,xinmi_lvlou,food,栖凤美食汇,刘寨镇第一初级中学北侧230米,1967m,餐饮服务;餐饮相关场所;餐饮相关,,2.9,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L0LXC1RL
吕楼村,xinmi_lvlou,food,鸿运鲜羊肉馆,24小时成人用品无人售货北侧60米,2320m,餐饮服务;中餐厅;中餐厅,,2.7,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L60SC8GA
吕楼村,xinmi_lvlou,food,逍遥镇胡辣汤,郑州顺宝水泥股份有限公司东1门旁,2320m,餐饮服务;快餐厅;快餐厅,13071090176,3.3,人均约 ¥12.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0G2AODFOV
吕楼村,xinmi_lvlou,food,谷记秘制猪蹄(刘寨店),刘寨镇刘寨小区1号楼,3201m,餐饮服务;快餐厅;快餐厅,13633810444,4.2,人均约 ¥46.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFH9PWIP
吕楼村,xinmi_lvlou,food,人民公社大食堂(刘寨店),刘寨镇刘寨小区底商563公交站对面,3221m,餐饮服务;中餐厅;湖南菜(湘菜),15136452085;18650515506,4.4,人均约 ¥30.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFJIZ77B
吕楼村,xinmi_lvlou,food,大院农家菜,321省道与028县道交叉口东北60米,3456m,餐饮服务;中餐厅;中餐厅,,2.0,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0MBFS432O
吕楼村,xinmi_lvlou,food,农家小炒,东城美食广场,3882m,餐饮服务;中餐厅;中餐厅,15937133581,3.3,人均约 ¥20.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0M6H7BKJ6
吕楼村,xinmi_lvlou,food,乡村渔庄(装修中),五星水库赵寨小学西南50米处,4049m,餐饮服务;中餐厅;中餐厅,18538531339,3.6,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0HBOHM3ER
吕楼村,xinmi_lvlou,food,广和缘农家院大酒店,大隗镇顾家庄,4661m,餐饮服务;中餐厅;中餐厅|体育休闲服务;休闲场所;休闲场所,,3.9,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFL06PNP
吕楼村,xinmi_lvlou,stay,C75太空露营民宿,刘寨镇大鸿路1号,4269m,住宿服务;住宿服务相关;住宿服务相关,13525089878;19937626579,4.4,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0J2T145MA
吕楼村,xinmi_lvlou,stay,新密莫雅民宿(银基旅游度假区动物王国店),银基国际旅游度假区悦林居15号楼1楼,4357m,住宿服务;住宿服务相关;住宿服务相关,15225053313,4.8,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0JG6GLPFB
吕楼村,xinmi_lvlou,stay,初见·小筑(银基国际旅游度假区动物王国店),刘寨镇银基大道林里居41号楼2单元404号,4362m,住宿服务;住宿服务相关;住宿服务相关,17737115010,4.8,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0IGLK0XUO
吕楼村,xinmi_lvlou,stay,朴宿·庭唐民宿(银基旅游度假区店),刘寨镇木子路湖语墅C区10号楼1楼102,4589m,住宿服务;住宿服务相关;住宿服务相关,17839997717,4.8,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0L0RC69NY
吕楼村,xinmi_lvlou,stay,春风里民宿(银基动物王国店),刘寨镇银基大道悦林居24号楼3单元701,4611m,住宿服务;住宿服务相关;住宿服务相关,15136477330,4.8,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LAT75E3V
吕楼村,xinmi_lvlou,stay,格林童趣民宿(银基动物王国店),刘寨镇银基悦林居12号楼2单元201室,4617m,住宿服务;旅馆招待所;旅馆招待所,17303835333,4.8,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0K397INBW
吕楼村,xinmi_lvlou,stay,林里居花间民宿(新密银基旅游度假区动物王国店),刘寨镇木子路银基国际度假区林里居四期商铺6号,4702m,住宿服务;住宿服务相关;住宿服务相关,16692020303;18003748250,4.8,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0JUM4T46E
吕楼村,xinmi_lvlou,stay,妮卡亲子度假民宿(银基动物王国店),刘寨镇银基国际旅游度假区悦林居40栋2单元1103室,4730m,住宿服务;住宿服务相关;住宿服务相关,15136212193;18613711701,4.8,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0KUTRE5ZN
吕楼村,xinmi_lvlou,stay,院里树下民宿(新密银基国际旅游度假区店),银基旅游大道07号轩辕农场院内,5448m,住宿服务;旅馆招待所;旅馆招待所,13253559028,4.4,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0KAFRO0WA
吕楼村,xinmi_lvlou,stay,山野听风庄园民宿,一棵墅餐饮管理有限公司东侧,5995m,住宿服务;住宿服务相关;住宿服务相关,13733179500,4.5,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L0K7Q86C
吕楼村,xinmi_lvlou,parking,李家寨车站停车场,015乡道与036乡道交叉口西420米,436m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0MAMX8GI6
吕楼村,xinmi_lvlou,parking,新密市来集镇王堂小学停车场,祥和路与祥林路交叉口东420米,1566m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0MDT7DRSG
吕楼村,xinmi_lvlou,parking,河南烨达新材科技股份有限公司停车场,郑州恒利达锆质材料公司东侧240米,1817m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LRC4EU9E
吕楼村,xinmi_lvlou,parking,郑宏恒泰(新密)煤业有限公司地上停车场,刘寨镇西马庄村村西郑宏恒泰(新密)煤业有限公司,1894m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MBHGHIT8
吕楼村,xinmi_lvlou,parking,郑宏恒泰(新密)煤业有限公司地上停车场,刘寨镇西马庄村村西郑宏恒泰(新密)煤业有限公司,1938m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MB5BJ9TC
吕楼村,xinmi_lvlou,parking,郑州顺宝水泥股份有限公司停车场,刘寨镇宋砦郑州顺宝水泥股份有限公司,2276m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L1ACJ2GL
吕楼村,xinmi_lvlou,parking,枫栖酒店(银基度假区店)-门前停车场,刘寨镇农贸批发市场东南侧,2348m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MGOZVCQA
吕楼村,xinmi_lvlou,parking,刘寨镇农贸批发市场停车场,刘寨镇农贸批发市场,2385m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0M65SH2N9
吕楼村,xinmi_lvlou,parking,新密市刘寨镇卫生院地上停车场,刘寨镇卫生院,2726m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MAKLPQKN
吕楼村,xinmi_lvlou,parking,道路停车位,,2736m,交通设施服务;停车场;路边停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0IRPR73XN
马渡村,zhengzhou_madu,activity,马渡乡村农家院,马渡乡村农家院11排13号,61m,体育休闲服务;休闲场所;休闲场所,13323822707,3.7,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0FFME0CK0
马渡村,zhengzhou_madu,activity,马渡村史馆,马渡特色文化小镇西侧,148m,科教文化服务;科教文化场所;科教文化场所|风景名胜;风景名胜相关;旅游景点,,3.8,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0L6993Z4F
马渡村,zhengzhou_madu,activity,马渡村广场,经一路与北三街交叉口西北480米,156m,风景名胜;公园广场;城市广场,,3.1,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0MDY6TTR2
马渡村,zhengzhou_madu,activity,马渡五金店住宿,马渡特色文化小镇西侧100米,222m,住宿服务;旅馆招待所;旅馆招待所,,[],人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0GK27KM2A
马渡村,zhengzhou_madu,activity,黄河农家院,兴达路街道马渡村11排30号(农家乐私房菜土菜馆铁锅炖大鹅),312m,体育休闲服务;体育休闲服务场所;体育休闲服务场所,13673616257,4.2,人均约 ¥45.00,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0FFKV8LXX
马渡村,zhengzhou_madu,activity,田园农庄,马渡村1-1,319m,餐饮服务;中餐厅;中餐厅,16603862218,4.4,人均约 ¥54.00,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0HD7MNX1G
马渡村,zhengzhou_madu,activity,马渡钓鱼场,马渡新村2号院西侧260米,905m,体育休闲服务;休闲场所;垂钓园,15638523852,4.5,人均约 ¥78.00,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0KD2Y0H9U
马渡村,zhengzhou_madu,activity,马渡大物塘,,997m,体育休闲服务;休闲场所;垂钓园,,4.5,人均约 ¥53.00,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0J6D5BBFI
马渡村,zhengzhou_madu,activity,潘多拉森林动物王国,东四环(马渡村5号院南侧约150米),1117m,风景名胜;风景名胜相关;旅游景点,16603808827,4.5,人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0GRU56Y7U
马渡村,zhengzhou_madu,activity,黄河马渡水利风景区,鸿苑路与S312省道交叉口向北100米,1380m,风景名胜;风景名胜;风景名胜,,4.5,人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0KRV6ELTH
马渡村,zhengzhou_madu,activity,马渡农家院,石桥村村委会西北侧190米,2470m,体育休闲服务;休闲场所;休闲场所,,3.0,人均约 ¥62.00,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0M6P7N6LY
马渡村,zhengzhou_madu,activity,马渡黄河文化广场,郑州黄河记忆(马渡黄河文化广场站)东北侧,4346m,风景名胜;公园广场;城市广场,,4.2,人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0IUFCUELP
马渡村,zhengzhou_madu,food,众鑫特色烧烤,兴达路马渡村,18m,餐饮服务;中餐厅;特色/地方风味餐厅,13781677836,2.3,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0H2LM2ZSF
马渡村,zhengzhou_madu,food,同祥德羊肉汤馆,兴达路街道办事处马渡村民委员会东北侧110米,32m,餐饮服务;中餐厅;中餐厅,,2.8,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0K3M7OBFY
马渡村,zhengzhou_madu,food,沙县小吃(郑东新区店),兴达路28号,35m,餐饮服务;中餐厅;中餐厅,,3.7,人均约 ¥16.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0KRF66JCS
马渡村,zhengzhou_madu,food,名鸡卤肉凉菜,金水区马渡卫生服务站北侧100米,54m,餐饮服务;餐饮相关场所;餐饮相关,,3.2,人均约 ¥18.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0IGND3A44
马渡村,zhengzhou_madu,food,五毛串串火锅螺蛳粉,马渡18排5号,86m,餐饮服务;中餐厅;火锅店,17630630467,3.2,人均约 ¥22.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0L3OLZNDO
马渡村,zhengzhou_madu,food,农夫菜馆,经一路与北三街交叉口西北360米,167m,餐饮服务;中餐厅;中餐厅,13203736985,4.0,人均约 ¥57.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0JBTOB6QI
马渡村,zhengzhou_madu,food,季小兵信阳渔民风味饭店,马渡新村2号院北侧230米,1191m,餐饮服务;中餐厅;中餐厅,13523078030,4.6,人均约 ¥88.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0IUC94WTC
马渡村,zhengzhou_madu,food,乡土餐饮农家院,大堤南300(京港澳高速公路东),1865m,餐饮服务;餐饮相关场所;餐饮相关,15638579000,4.2,人均约 ¥34.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0HUF7XJ1R
马渡村,zhengzhou_madu,food,小宾忆锅鲜农家院,东四环与黄金线交叉口东北380米,3354m,餐饮服务;餐饮相关场所;餐饮相关,13526450888;13673379545,4.2,人均约 ¥48.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0KKPS57G8
马渡村,zhengzhou_madu,food,永红小院,北四环107号,3688m,餐饮服务;餐饮相关场所;餐饮相关,15290887646,4.3,人均约 ¥49.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0JA1HMUNB
马渡村,zhengzhou_madu,stay,放轻松影院民宿,刘江西街与明理路交叉口北360米,4816m,住宿服务;住宿服务相关;住宿服务相关,15517595557,4.2,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0K22ZD483
马渡村,zhengzhou_madu,stay,上岸精致民宿(郑州龙子湖大学城店),姚桥路与姚夏路交叉口杨兑桥社区3号楼10楼,5963m,住宿服务;住宿服务相关;住宿服务相关,19515508281,4.3,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0J67HRVWE
马渡村,zhengzhou_madu,stay,郑州状元楼民宿,姚桥路时埂社区东南门8号楼4单元,6077m,住宿服务;住宿服务相关;住宿服务相关,18039282752,4.2,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0IB7AXMW5
马渡村,zhengzhou_madu,stay,郑州相约驿站,时埂社区10号楼3单元3层,6123m,住宿服务;旅馆招待所;旅馆招待所,17737781936,4.6,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFG4704N
马渡村,zhengzhou_madu,stay,枫尚住宿,龙子湖街道小夏街磨李社区22号楼1单元201室,6159m,住宿服务;住宿服务相关;住宿服务相关,13676923018;18538926609,4.2,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0I3R112NC
马渡村,zhengzhou_madu,stay,郑州蝶尚公寓,宝瑞路辉瑞财智广场5栋401楼,6228m,住宿服务;旅馆招待所;旅馆招待所,13203714484;15936292523,3.9,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0HUPROFDA
